Machine_ID,Machine_Type,Temperature,Vibration,RPM,Power_Consumption,Operating_Hours,Motor_Current,Bearing_Temperature,Noise_Level,Yarn_Tension,Failure,Timestamp
TM-0212,Spinning Frame,78.89,1.3,1798.45,38.05,5266,112.06,62.25,64.91,375.07,0,2023-01-09 19:00:00
TM-0213,Rotor Spinning,73.81,2.6,1819.62,35.77,5025,108.14,58.87,75.31,407.56,0,2023-01-09 20:00:00
TM-0214,Rotor Spinning,78.35,2.84,1754.53,35.19,1643,106.49,67.83,70.45,389.54,0,2023-01-09 21:00:00
TM-0215,Ring Spinning,71.52,2.48,1810.74,38.15,1277,98.7,61.92,68.87,375.23,0,2023-01-09 22:00:00
TM-0216,Air Jet Loom,69.31,2.03,1800.43,39.13,6187,112.9,59.92,67.57,361.14,0,2023-01-09 23:00:00
TM-0217,Rotor Spinning,76.51,3.37,1803.31,36.85,3841,100.82,75.45,65.18,382.77,0,2023-01-10 00:00:00
TM-0218,Spinning Frame,75.54,2.71,1773.85,38.57,4294,97.88,63.67,68.71,388.83,0,2023-01-10 01:00:00
TM-0219,Ring Spinning,82.22,4.96,1911.94,39.82,14454,119.78,98.54,80.82,483.33,1,2023-01-10 02:00:00
TM-0220,Rotor Spinning,80.25,2.34,1785.42,41.14,6725,111.96,70.88,70.7,361.95,0,2023-01-10 03:00:00
TM-0221,Rotor Spinning,78.09,2.4,1812.57,34.19,6847,102.55,67.34,74.16,380.99,0,2023-01-10 04:00:00
TM-0222,Weaving Loom,102.07,4.28,1749.42,51.69,8600,121.51,98.57,92.1,395.98,1,2023-01-10 05:00:00
TM-0223,Weaving Loom,81.36,4.08,1849.58,36.5,9105,115.89,93.85,85.07,381.84,1,2023-01-10 06:00:00
TM-0224,Rotor Spinning,77.21,2.07,1792.71,33.62,5746,95.33,73.44,72.78,372.9,0,2023-01-10 07:00:00
TM-0225,Air Jet Loom,74.05,2.96,1797.45,42.53,2422,97.91,66.07,67.42,364.55,0,2023-01-10 08:00:00
TM-0226,Ring Spinning,67.97,2.03,1797.82,41.1,2390,107.18,67.02,73.71,363.93,0,2023-01-10 09:00:00
TM-0227,Rotor Spinning,60.38,3.12,1796.66,40.0,5276,108.45,52.21,67.81,364.65,0,2023-01-10 10:00:00
TM-0228,Spinning Frame,72.03,2.02,1816.24,42.01,4240,103.74,70.67,66.81,362.03,0,2023-01-10 11:00:00
TM-0229,Ring Spinning,90.07,4.12,1639.86,45.21,13141,142.6,74.24,82.01,429.14,1,2023-01-10 12:00:00
TM-0230,Weaving Loom,77.4,2.22,1811.37,38.32,5105,93.8,63.53,70.43,387.37,0,2023-01-10 13:00:00
TM-0231,Ring Spinning,75.17,2.02,1753.82,38.47,3536,98.97,64.09,69.18,383.31,0,2023-01-10 14:00:00
TM-0232,Rotor Spinning,72.89,2.84,1789.28,39.62,6260,108.21,59.43,72.21,397.12,0,2023-01-10 15:00:00
TM-0233,Ring Spinning,63.04,2.46,1809.08,36.4,2151,103.0,66.5,71.46,398.72,0,2023-01-10 16:00:00
TM-0234,Rotor Spinning,78.87,2.0,1803.86,41.96,6287,105.04,61.7,72.1,386.31,0,2023-01-10 17:00:00
TM-0235,Weaving Loom,77.1,2.35,1811.6,41.03,3475,108.47,63.04,73.18,389.26,0,2023-01-10 18:00:00
TM-0236,Spinning Frame,75.14,2.55,1786.74,36.51,1112,104.73,63.8,68.9,360.8,0,2023-01-10 19:00:00
TM-0237,Air Jet Loom,76.32,2.97,1785.43,34.17,1049,114.07,61.71,68.7,377.55,0,2023-01-10 20:00:00
TM-0238,Ring Spinning,78.5,2.93,1805.28,36.92,1127,102.93,66.3,67.11,365.64,0,2023-01-10 21:00:00
TM-0239,Air Jet Loom,74.86,2.37,1807.76,38.12,5776,109.45,70.18,64.46,366.06,0,2023-01-10 22:00:00
TM-0240,Air Jet Loom,98.12,6.95,1809.42,56.19,10633,119.83,91.49,79.07,433.8,1,2023-01-10 23:00:00
TM-0241,Spinning Frame,96.58,3.69,1869.89,55.49,13533,141.75,95.64,90.04,339.75,1,2023-01-11 00:00:00
TM-0242,Rotor Spinning,67.13,2.96,1813.11,33.39,5508,115.78,60.11,65.67,401.46,0,2023-01-11 01:00:00
TM-0243,Spinning Frame,75.22,2.37,1793.46,33.13,2920,108.61,60.53,74.27,390.46,0,2023-01-11 02:00:00
TM-0244,Spinning Frame,70.83,3.09,1807.01,38.89,5739,113.39,62.54,70.05,378.7,0,2023-01-11 03:00:00
TM-0245,Ring Spinning,81.1,3.02,1811.74,34.61,3804,106.8,67.84,67.9,366.94,0,2023-01-11 04:00:00
TM-0246,Air Jet Loom,108.64,4.2,1879.2,53.98,12433,113.22,78.95,83.65,455.7,1,2023-01-11 05:00:00
TM-0247,Spinning Frame,68.0,2.6,1828.34,40.04,2911,103.03,72.35,71.79,371.21,0,2023-01-11 06:00:00
TM-0248,Weaving Loom,80.0,2.38,1821.09,39.31,1679,114.96,61.17,68.35,392.89,0,2023-01-11 07:00:00
TM-0249,Rotor Spinning,76.98,1.84,1783.96,30.71,3135,102.53,72.22,66.23,392.2,0,2023-01-11 08:00:00
TM-0250,Rotor Spinning,101.32,4.84,1795.65,53.81,8802,126.96,94.24,76.89,434.14,1,2023-01-11 09:00:00
TM-0251,Spinning Frame,77.41,2.77,1810.98,37.24,4935,107.85,71.16,65.77,368.29,0,2023-01-11 10:00:00
TM-0252,Spinning Frame,72.63,3.02,1828.95,38.32,1086,105.87,65.82,68.83,403.86,0,2023-01-11 11:00:00
TM-0253,Air Jet Loom,87.1,5.03,1667.04,52.46,14038,143.95,84.27,85.49,464.83,1,2023-01-11 12:00:00
TM-0254,Weaving Loom,73.59,2.71,1784.41,37.14,3979,103.73,63.31,67.31,372.35,0,2023-01-11 13:00:00
TM-0255,Spinning Frame,77.24,3.28,1799.22,38.67,4360,111.71,53.35,73.26,395.83,0,2023-01-11 14:00:00
TM-0256,Ring Spinning,99.24,2.54,1721.29,48.34,8238,130.52,80.66,83.32,388.42,1,2023-01-11 15:00:00
TM-0257,Rotor Spinning,76.46,2.29,1821.85,40.15,6222,103.5,64.75,77.86,363.32,0,2023-01-11 16:00:00
TM-0258,Weaving Loom,100.08,4.86,1823.23,54.44,9847,131.72,91.11,84.73,468.94,1,2023-01-11 17:00:00
TM-0259,Air Jet Loom,103.35,7.62,1721.06,55.29,12994,127.63,86.41,80.51,393.08,1,2023-01-11 18:00:00
TM-0260,Weaving Loom,100.31,4.96,1778.85,48.2,12177,140.0,84.06,75.62,444.79,1,2023-01-11 19:00:00
TM-0261,Ring Spinning,100.64,5.99,1679.19,56.74,14003,126.7,84.84,84.08,446.05,1,2023-01-11 20:00:00
TM-0262,Rotor Spinning,73.99,2.5,1811.98,40.01,5814,105.52,62.1,74.31,346.86,0,2023-01-11 21:00:00
TM-0263,Weaving Loom,80.63,2.89,1783.98,42.52,4163,105.75,64.41,71.07,383.27,0,2023-01-11 22:00:00
TM-0264,Weaving Loom,77.65,2.71,1831.78,38.77,3891,114.05,63.91,67.46,370.22,0,2023-01-11 23:00:00
TM-0265,Spinning Frame,103.27,4.79,1781.92,51.93,12490,118.92,100.15,87.55,461.22,1,2023-01-12 00:00:00
TM-0266,Weaving Loom,86.26,5.39,1763.75,51.32,13248,140.97,88.91,76.18,408.25,1,2023-01-12 01:00:00
TM-0267,Rotor Spinning,79.24,1.88,1811.05,39.88,2814,108.7,69.08,68.77,372.39,0,2023-01-12 02:00:00
TM-0268,Rotor Spinning,97.8,2.94,1757.63,46.42,10949,114.42,85.42,93.63,424.15,1,2023-01-12 03:00:00
TM-0269,Weaving Loom,72.65,2.82,1785.85,38.38,3735,117.25,59.12,66.77,362.6,0,2023-01-12 04:00:00
TM-0270,Ring Spinning,104.72,3.9,1605.04,51.84,13423,117.68,96.91,85.18,375.64,1,2023-01-12 05:00:00
TM-0271,Spinning Frame,79.83,2.67,1832.68,43.26,2596,111.73,69.0,67.48,386.13,0,2023-01-12 06:00:00
TM-0272,Weaving Loom,100.63,4.66,1733.48,51.36,11262,134.26,95.08,82.04,424.94,1,2023-01-12 07:00:00
TM-0273,Air Jet Loom,79.69,2.32,1789.61,38.46,1570,110.06,71.71,67.77,372.72,0,2023-01-12 08:00:00
TM-0274,Rotor Spinning,68.4,3.62,1796.42,34.2,2319,100.1,80.31,66.69,375.31,0,2023-01-12 09:00:00
TM-0275,Weaving Loom,71.76,2.61,1791.61,38.75,4882,100.96,64.25,72.79,383.92,0,2023-01-12 10:00:00
TM-0276,Air Jet Loom,100.04,3.7,1821.63,44.21,12274,130.89,88.6,90.96,415.2,1,2023-01-12 11:00:00
TM-0277,Ring Spinning,64.92,1.87,1814.6,38.95,1924,103.97,61.27,69.47,356.77,0,2023-01-12 12:00:00
TM-0278,Spinning Frame,104.86,1.96,1717.09,45.1,8191,117.85,81.91,83.09,396.79,1,2023-01-12 13:00:00
TM-0279,Spinning Frame,79.26,3.25,1798.48,34.35,2289,99.17,65.09,65.72,391.72,0,2023-01-12 14:00:00
TM-0280,Spinning Frame,74.8,2.59,1780.07,40.95,1225,113.69,63.39,75.5,392.21,0,2023-01-12 15:00:00
TM-0281,Weaving Loom,76.97,1.54,1794.42,40.54,4802,92.28,74.94,72.24,409.35,0,2023-01-12 16:00:00
TM-0282,Spinning Frame,76.03,2.37,1807.47,35.87,1186,102.54,66.72,70.79,361.17,0,2023-01-12 17:00:00
TM-0283,Rotor Spinning,73.68,3.0,1782.43,40.89,4262,98.54,66.45,67.27,369.27,0,2023-01-12 18:00:00
TM-0284,Weaving Loom,76.07,2.91,1831.22,44.11,6949,103.25,60.02,68.4,397.93,0,2023-01-12 19:00:00
TM-0285,Air Jet Loom,77.6,3.31,1849.59,44.8,5478,106.48,66.88,74.06,390.33,0,2023-01-12 20:00:00
TM-0286,Ring Spinning,71.43,2.37,1816.58,37.92,5204,105.71,67.87,72.23,394.98,0,2023-01-12 21:00:00
TM-0287,Spinning Frame,84.44,2.56,1796.53,39.82,2117,115.12,63.59,66.35,389.8,0,2023-01-12 22:00:00
TM-0288,Air Jet Loom,72.84,2.66,1771.49,40.44,2848,111.0,63.91,65.34,375.48,0,2023-01-12 23:00:00
TM-0289,Spinning Frame,76.25,2.05,1783.71,36.36,2344,98.73,67.31,70.3,370.35,0,2023-01-13 00:00:00
TM-0290,Weaving Loom,104.02,4.68,1635.24,41.66,8492,128.98,98.37,81.41,449.8,1,2023-01-13 01:00:00
TM-0291,Rotor Spinning,85.14,3.5,1759.6,45.59,10042,143.78,95.88,89.35,401.78,1,2023-01-13 02:00:00
TM-0292,Air Jet Loom,70.55,2.98,1817.52,42.42,2517,101.68,69.41,68.71,367.69,0,2023-01-13 03:00:00
TM-0293,Rotor Spinning,102.97,4.03,1801.24,46.86,11563,123.03,82.87,79.91,457.65,1,2023-01-13 04:00:00
TM-0294,Weaving Loom,66.75,2.5,1841.51,36.88,2305,98.43,69.27,68.33,366.92,0,2023-01-13 05:00:00
TM-0295,Spinning Frame,78.18,1.94,1765.85,33.34,3398,111.36,61.46,66.87,364.06,0,2023-01-13 06:00:00
TM-0296,Ring Spinning,75.74,2.54,1820.37,38.87,1627,106.76,62.15,64.54,384.05,0,2023-01-13 07:00:00
TM-0297,Ring Spinning,84.05,6.49,1822.91,48.63,9326,128.43,85.95,94.48,428.79,1,2023-01-13 08:00:00
TM-0298,Air Jet Loom,79.07,2.14,1785.37,37.25,5965,112.58,68.01,70.22,376.82,0,2023-01-13 09:00:00
TM-0299,Air Jet Loom,97.34,4.88,1781.41,57.54,13557,141.68,85.15,82.13,403.21,1,2023-01-13 10:00:00
TM-0300,Weaving Loom,82.96,4.63,1752.4,49.18,12856,109.34,96.23,87.15,437.34,1,2023-01-13 11:00:00
TM-0301,Rotor Spinning,80.77,2.24,1778.44,36.09,1656,102.8,70.2,70.4,392.53,0,2023-01-13 12:00:00
TM-0302,Air Jet Loom,78.75,2.85,1782.6,36.02,2083,106.68,74.79,69.92,372.29,0,2023-01-13 13:00:00
TM-0303,Weaving Loom,104.5,6.04,1793.1,46.73,9485,126.65,82.35,86.33,383.72,1,2023-01-13 14:00:00
TM-0304,Weaving Loom,103.25,5.85,1808.98,41.45,14265,132.03,91.42,77.19,475.19,1,2023-01-13 15:00:00
TM-0305,Air Jet Loom,82.98,2.32,1846.67,43.87,2956,104.17,61.6,68.87,374.76,0,2023-01-13 16:00:00
TM-0306,Air Jet Loom,72.81,2.23,1837.02,38.48,5866,105.07,57.12,71.06,376.16,0,2023-01-13 17:00:00
TM-0307,Ring Spinning,81.85,3.21,1829.29,36.32,1657,99.17,54.42,70.91,391.29,0,2023-01-13 18:00:00
TM-0308,Weaving Loom,97.03,4.13,1522.52,48.12,11854,150.0,66.69,88.36,349.42,1,2023-01-13 19:00:00
TM-0309,Spinning Frame,77.69,2.92,1778.69,41.58,3896,100.68,71.4,73.13,388.75,0,2023-01-13 20:00:00
TM-0310,Air Jet Loom,71.47,2.93,1832.99,41.21,1224,96.15,61.88,69.41,394.24,0,2023-01-13 21:00:00
TM-0311,Spinning Frame,69.19,2.36,1793.98,34.37,4096,108.27,69.33,66.78,399.24,0,2023-01-13 22:00:00
TM-0312,Weaving Loom,91.32,3.55,1746.87,47.62,9620,124.26,83.94,82.03,415.75,1,2023-01-13 23:00:00
TM-0313,Air Jet Loom,71.54,3.02,1816.47,34.85,2356,104.4,65.08,70.17,369.26,0,2023-01-14 00:00:00
TM-0314,Rotor Spinning,77.16,2.74,1785.85,35.86,4028,97.79,69.29,67.2,361.67,0,2023-01-14 01:00:00
TM-0315,Air Jet Loom,79.02,2.96,1838.75,37.53,6555,106.26,59.07,71.83,390.71,0,2023-01-14 02:00:00
TM-0316,Rotor Spinning,70.82,3.14,1780.21,37.27,1949,104.52,62.92,67.16,389.12,0,2023-01-14 03:00:00
TM-0317,Air Jet Loom,68.68,1.95,1817.25,39.02,4406,107.58,69.86,68.87,397.74,0,2023-01-14 04:00:00
TM-0318,Weaving Loom,70.82,2.54,1798.9,36.6,6726,108.03,70.58,73.16,383.36,0,2023-01-14 05:00:00
TM-0319,Spinning Frame,73.17,3.25,1842.29,35.14,6983,103.14,67.19,70.56,386.38,0,2023-01-14 06:00:00
TM-0320,Air Jet Loom,96.74,3.66,1616.46,48.96,11792,118.48,82.58,81.14,453.21,1,2023-01-14 07:00:00
TM-0321,Air Jet Loom,102.2,4.95,1844.68,40.93,10229,144.23,95.34,76.4,493.11,1,2023-01-14 08:00:00
TM-0322,Spinning Frame,78.64,1.98,1812.37,34.05,2384,98.74,68.83,66.51,389.14,0,2023-01-14 09:00:00
TM-0323,Air Jet Loom,73.57,1.44,1795.82,39.6,5683,105.39,63.48,71.3,385.83,0,2023-01-14 10:00:00
TM-0324,Ring Spinning,80.97,2.96,1845.88,37.62,5664,105.92,69.69,70.04,423.03,0,2023-01-14 11:00:00
TM-0325,Spinning Frame,76.88,2.66,1802.66,37.6,2708,106.14,55.71,71.81,384.47,0,2023-01-14 12:00:00
TM-0326,Air Jet Loom,76.87,3.05,1769.22,39.52,5218,100.99,63.12,68.31,378.93,0,2023-01-14 13:00:00
TM-0327,Weaving Loom,78.33,3.47,1782.43,36.87,6675,104.63,68.98,63.96,379.83,0,2023-01-14 14:00:00
TM-0328,Rotor Spinning,79.41,2.86,1781.67,42.07,5178,111.66,66.13,74.68,363.69,0,2023-01-14 15:00:00
TM-0329,Ring Spinning,73.35,2.39,1787.45,37.14,5078,104.67,66.64,69.73,394.66,0,2023-01-14 16:00:00
TM-0330,Air Jet Loom,74.39,1.5,1805.43,41.17,6231,106.69,60.31,70.65,364.61,0,2023-01-14 17:00:00
TM-0331,Weaving Loom,78.9,2.19,1802.36,37.49,4512,102.7,56.31,73.14,385.25,0,2023-01-14 18:00:00
TM-0332,Weaving Loom,104.91,7.18,1671.47,41.65,8923,134.73,97.62,81.25,418.21,1,2023-01-14 19:00:00
TM-0333,Rotor Spinning,84.85,2.49,1783.25,34.76,2243,112.95,67.87,74.2,359.87,0,2023-01-14 20:00:00
TM-0334,Spinning Frame,80.05,2.87,1809.24,37.49,6540,99.87,71.15,67.11,404.43,0,2023-01-14 21:00:00
TM-0335,Weaving Loom,70.11,1.77,1828.68,38.75,4569,107.14,65.39,68.22,377.52,0,2023-01-14 22:00:00
TM-0336,Spinning Frame,87.18,4.5,1739.09,54.36,8946,119.89,105.75,80.14,330.28,1,2023-01-14 23:00:00
TM-0337,Air Jet Loom,77.0,2.57,1798.45,34.41,1390,100.02,65.32,68.79,390.96,0,2023-01-15 00:00:00
TM-0338,Spinning Frame,77.53,2.14,1843.3,41.57,5552,100.72,59.86,75.97,385.01,0,2023-01-15 01:00:00
TM-0339,Air Jet Loom,71.15,2.28,1795.57,34.55,5516,107.53,72.45,76.81,373.93,0,2023-01-15 02:00:00
TM-0340,Air Jet Loom,75.98,2.45,1808.72,30.4,3654,107.64,71.41,72.52,374.66,0,2023-01-15 03:00:00
TM-0341,Air Jet Loom,71.63,2.3,1839.83,35.5,4956,104.11,58.22,71.09,383.4,0,2023-01-15 04:00:00
TM-0342,Weaving Loom,98.41,4.92,1607.92,54.38,14748,127.43,93.87,83.48,418.64,1,2023-01-15 05:00:00
TM-0343,Weaving Loom,86.36,2.94,1811.47,34.17,1264,107.5,67.82,72.37,372.38,0,2023-01-15 06:00:00
TM-0344,Rotor Spinning,74.44,2.1,1792.25,36.76,3395,107.77,57.76,73.09,375.0,0,2023-01-15 07:00:00
TM-0345,Spinning Frame,80.44,2.31,1800.38,34.49,5692,105.24,62.85,70.6,380.12,0,2023-01-15 08:00:00
TM-0346,Spinning Frame,75.88,1.83,1791.76,38.4,2514,99.22,76.28,72.14,378.81,0,2023-01-15 09:00:00
TM-0347,Weaving Loom,95.42,3.44,1692.64,40.29,14314,139.06,95.37,83.69,399.95,1,2023-01-15 10:00:00
TM-0348,Rotor Spinning,104.23,5.89,1725.83,32.38,14375,137.53,102.64,87.65,422.28,1,2023-01-15 11:00:00
TM-0349,Weaving Loom,99.97,5.54,1637.68,60.0,9854,124.77,99.58,92.33,470.82,1,2023-01-15 12:00:00
TM-0350,Weaving Loom,77.51,2.33,1790.08,39.79,3280,111.83,68.72,69.49,380.59,0,2023-01-15 13:00:00
TM-0351,Air Jet Loom,72.23,3.3,1824.02,38.85,3938,102.25,75.39,73.11,403.03,0,2023-01-15 14:00:00
TM-0352,Rotor Spinning,76.99,2.09,1779.98,37.15,2462,102.09,59.13,69.41,411.02,0,2023-01-15 15:00:00
TM-0353,Weaving Loom,69.1,2.63,1851.4,33.93,5908,102.32,68.58,68.21,379.47,0,2023-01-15 16:00:00
TM-0354,Air Jet Loom,99.92,6.28,1802.56,52.97,10159,126.29,79.5,87.95,409.55,1,2023-01-15 17:00:00
TM-0355,Weaving Loom,65.76,2.56,1799.97,37.32,3296,103.43,64.01,67.96,375.33,0,2023-01-15 18:00:00
TM-0356,Spinning Frame,87.87,4.44,1818.21,60.0,14487,137.58,88.41,86.15,462.97,1,2023-01-15 19:00:00
TM-0357,Ring Spinning,80.88,2.74,1769.31,40.52,3888,98.65,66.43,67.5,370.43,0,2023-01-15 20:00:00
TM-0358,Spinning Frame,85.62,3.17,1838.41,34.33,2514,97.55,65.47,67.84,356.55,0,2023-01-15 21:00:00
TM-0359,Ring Spinning,79.99,2.35,1777.75,34.91,4280,104.46,70.0,75.71,391.31,0,2023-01-15 22:00:00
TM-0360,Spinning Frame,73.01,2.34,1771.84,41.25,5616,103.04,58.19,72.1,376.35,0,2023-01-15 23:00:00
TM-0361,Air Jet Loom,70.97,1.65,1811.19,38.56,4277,109.33,63.59,69.48,377.42,0,2023-01-16 00:00:00
TM-0362,Air Jet Loom,76.91,2.09,1810.62,42.87,2129,100.93,71.92,68.88,373.24,0,2023-01-16 01:00:00
TM-0363,Weaving Loom,72.49,1.79,1783.33,36.09,5239,107.32,67.23,68.12,395.77,0,2023-01-16 02:00:00
TM-0364,Weaving Loom,67.46,1.92,1799.54,35.81,5327,103.2,77.52,72.34,381.26,0,2023-01-16 03:00:00
TM-0365,Rotor Spinning,77.18,2.38,1792.11,37.54,3378,99.77,65.15,72.97,370.77,0,2023-01-16 04:00:00
TM-0366,Rotor Spinning,93.97,4.84,1846.24,52.65,13447,124.07,93.54,88.16,443.58,1,2023-01-16 05:00:00
TM-0367,Spinning Frame,79.23,3.08,1811.07,36.9,4829,108.97,62.87,71.62,394.68,0,2023-01-16 06:00:00
TM-0368,Rotor Spinning,95.73,6.31,1681.18,60.0,9412,126.5,93.34,94.26,408.76,1,2023-01-16 07:00:00
TM-0369,Weaving Loom,76.81,2.8,1795.58,35.22,5813,102.43,63.96,72.73,374.35,0,2023-01-16 08:00:00
TM-0370,Weaving Loom,75.3,2.67,1803.78,32.98,2105,110.06,64.21,79.73,414.62,0,2023-01-16 09:00:00
TM-0371,Ring Spinning,96.72,3.94,1625.73,58.48,10644,140.41,85.21,80.79,436.13,1,2023-01-16 10:00:00
TM-0372,Ring Spinning,96.62,5.04,1682.83,54.59,14468,139.14,72.44,90.66,417.34,1,2023-01-16 11:00:00
TM-0373,Weaving Loom,89.28,5.02,1775.73,49.01,14240,117.64,96.86,84.58,417.97,1,2023-01-16 12:00:00
TM-0374,Ring Spinning,72.07,2.66,1825.06,36.66,4020,109.35,70.58,70.6,382.49,0,2023-01-16 13:00:00
TM-0375,Ring Spinning,76.39,2.49,1806.44,37.97,6415,109.55,61.45,69.28,393.74,0,2023-01-16 14:00:00
TM-0376,Spinning Frame,87.2,5.8,1803.18,44.68,11199,129.16,79.07,83.53,368.47,1,2023-01-16 15:00:00
TM-0377,Weaving Loom,80.35,3.27,1583.95,47.48,10657,123.44,95.72,90.63,372.03,1,2023-01-16 16:00:00
TM-0378,Air Jet Loom,75.91,3.15,1811.72,36.76,1491,101.03,51.13,69.03,376.39,0,2023-01-16 17:00:00
TM-0379,Ring Spinning,74.18,2.61,1780.13,34.95,2004,109.66,53.83,71.46,366.98,0,2023-01-16 18:00:00
TM-0380,Rotor Spinning,105.03,4.3,1669.15,58.57,8128,129.63,78.44,83.9,390.31,1,2023-01-16 19:00:00
TM-0381,Rotor Spinning,102.21,5.56,1752.7,59.3,14009,141.15,83.48,90.99,360.96,1,2023-01-16 20:00:00
TM-0382,Rotor Spinning,97.23,5.36,1650.05,41.35,9759,129.88,93.38,87.69,456.98,1,2023-01-16 21:00:00
TM-0383,Weaving Loom,73.61,2.33,1784.37,34.93,5151,108.78,77.52,72.4,394.66,0,2023-01-16 22:00:00
TM-0384,Spinning Frame,73.36,2.9,1777.8,41.44,3121,100.8,71.77,65.71,383.33,0,2023-01-16 23:00:00
TM-0385,Ring Spinning,86.51,4.45,1787.83,46.72,12212,146.76,100.95,80.16,452.01,1,2023-01-17 00:00:00
TM-0386,Weaving Loom,82.73,3.71,1790.6,36.71,3148,98.55,67.15,70.0,377.37,0,2023-01-17 01:00:00
TM-0387,Ring Spinning,94.93,2.51,1782.66,46.14,10905,126.57,94.3,86.49,415.93,1,2023-01-17 02:00:00
TM-0388,Rotor Spinning,65.95,2.74,1764.08,36.02,1642,110.76,63.9,73.58,371.67,0,2023-01-17 03:00:00
TM-0389,Air Jet Loom,77.8,1.49,1792.61,37.88,6237,102.23,74.7,67.77,399.37,0,2023-01-17 04:00:00
TM-0390,Ring Spinning,97.38,6.12,1697.65,42.42,12633,127.24,85.58,85.39,381.31,1,2023-01-17 05:00:00
TM-0391,Air Jet Loom,70.58,1.21,1801.2,40.85,4661,103.27,56.94,69.21,374.95,0,2023-01-17 06:00:00
TM-0392,Air Jet Loom,94.76,4.4,1664.46,38.5,14447,116.21,89.38,88.36,481.12,1,2023-01-17 07:00:00
TM-0393,Weaving Loom,73.74,3.05,1808.04,37.47,1237,103.25,61.14,71.14,398.45,0,2023-01-17 08:00:00
TM-0394,Ring Spinning,111.9,5.9,1786.61,45.71,14500,133.38,91.43,83.6,368.84,1,2023-01-17 09:00:00
TM-0395,Rotor Spinning,73.32,2.63,1791.36,35.82,6273,104.54,63.8,73.35,382.8,0,2023-01-17 10:00:00
TM-0396,Spinning Frame,75.25,2.88,1787.84,39.09,4005,104.61,71.85,73.1,395.18,0,2023-01-17 11:00:00
TM-0397,Air Jet Loom,76.78,2.6,1810.12,42.34,5487,104.23,54.7,65.24,370.06,0,2023-01-17 12:00:00
TM-0398,Spinning Frame,77.77,2.23,1838.47,35.68,6557,108.77,68.09,69.26,392.92,0,2023-01-17 13:00:00
TM-0399,Spinning Frame,64.61,2.34,1832.87,39.08,1919,110.91,59.0,66.93,372.19,0,2023-01-17 14:00:00
TM-0400,Spinning Frame,73.36,3.87,1710.94,51.8,10330,135.18,83.72,85.82,418.33,1,2023-01-17 15:00:00
TM-0401,Rotor Spinning,94.37,3.92,1711.53,52.18,10276,127.39,83.58,93.42,493.76,1,2023-01-17 16:00:00
TM-0402,Weaving Loom,72.48,1.79,1814.14,46.25,5620,99.68,69.98,67.81,412.23,0,2023-01-17 17:00:00
TM-0403,Rotor Spinning,89.02,3.97,1736.23,42.83,13112,136.74,87.76,89.63,500.0,1,2023-01-17 18:00:00
TM-0404,Ring Spinning,75.42,1.74,1805.26,36.75,3945,111.85,56.84,70.71,371.9,0,2023-01-17 19:00:00
TM-0405,Rotor Spinning,73.63,2.45,1815.48,39.89,3830,106.64,69.2,70.75,392.14,0,2023-01-17 20:00:00
TM-0406,Weaving Loom,74.58,3.11,1780.69,43.04,4426,100.43,62.12,69.51,404.3,0,2023-01-17 21:00:00
TM-0407,Rotor Spinning,66.89,2.34,1823.39,37.42,3508,103.55,63.19,68.78,402.07,0,2023-01-17 22:00:00
TM-0408,Spinning Frame,62.22,2.57,1826.98,42.49,1098,99.51,72.1,69.66,383.32,0,2023-01-17 23:00:00
TM-0409,Spinning Frame,100.36,4.7,1688.88,41.61,8220,113.0,81.77,91.76,455.45,1,2023-01-18 00:00:00
TM-0410,Rotor Spinning,78.26,1.84,1819.68,39.18,5002,115.3,67.86,71.93,356.53,0,2023-01-18 01:00:00
TM-0411,Ring Spinning,83.15,2.31,1795.15,32.33,3911,99.21,56.59,70.36,370.47,0,2023-01-18 02:00:00
TM-0412,Weaving Loom,78.18,1.69,1802.39,37.8,4815,103.59,65.49,70.46,379.36,0,2023-01-18 03:00:00
TM-0413,Air Jet Loom,74.47,3.07,1811.11,31.53,6580,104.35,70.52,62.93,372.28,0,2023-01-18 04:00:00
TM-0414,Rotor Spinning,78.96,2.71,1812.5,39.14,4926,102.28,69.66,70.21,341.76,0,2023-01-18 05:00:00
TM-0415,Ring Spinning,70.24,2.2,1792.14,35.84,1018,97.29,64.2,68.55,365.51,0,2023-01-18 06:00:00
TM-0416,Rotor Spinning,74.91,2.4,1792.26,37.56,4961,114.07,63.29,70.84,372.36,0,2023-01-18 07:00:00
TM-0417,Spinning Frame,78.38,2.43,1763.91,36.89,6965,111.17,74.87,70.19,354.99,0,2023-01-18 08:00:00
TM-0418,Spinning Frame,80.49,1.72,1739.85,39.71,1693,103.44,67.57,63.97,375.24,0,2023-01-18 09:00:00
TM-0419,Rotor Spinning,95.88,3.87,1789.53,30.87,14198,127.18,96.73,81.13,481.52,1,2023-01-18 10:00:00
TM-0420,Rotor Spinning,75.23,2.78,1837.13,36.55,2552,107.09,63.36,69.77,377.79,0,2023-01-18 11:00:00
TM-0421,Rotor Spinning,81.43,2.2,1792.07,34.61,4406,104.69,64.11,74.33,381.01,0,2023-01-18 12:00:00
TM-0422,Weaving Loom,71.2,2.14,1765.66,38.1,2850,102.63,62.65,73.65,380.68,0,2023-01-18 13:00:00
TM-0423,Spinning Frame,79.28,2.68,1793.82,33.25,2502,100.82,72.12,69.72,366.68,0,2023-01-18 14:00:00
